episode,scramble,solved,steps,reward,epsilon,solve_rate,avg_steps,avg_reward,total_solves,best_streak,tile_accuracy
9620,5,false,25,-1.6667,0.382148,0.3200,18.86,30.9168,2163,6,0.3333
9630,5,false,25,-5.4167,0.381766,0.3700,17.74,35.9338,2169,6,0.0417
9640,5,false,25,-5.0000,0.381384,0.3600,17.86,34.7750,2172,6,0.1250
9650,5,true,9,104.2000,0.381003,0.3900,17.24,37.8692,2176,6,0.3333
9660,5,false,25,-2.9167,0.380622,0.3700,17.40,35.9803,2178,6,0.0833
9670,5,false,25,-1.2500,0.380242,0.3600,17.58,34.9988,2181,6,0.2083
9680,5,true,3,94.8000,0.379862,0.3600,17.56,34.9383,2184,6,0.3333
9690,5,false,25,0.8333,0.379482,0.3500,17.82,33.8405,2186,6,0.4167
9700,5,true,1,100.0000,0.379140,0.3700,17.36,35.9093,2192,6,0.3333
9710,5,true,3,96.4667,0.378724,0.3900,16.92,37.8928,2198,6,0.0000
9720,5,false,25,-1.6667,0.378345,0.3900,16.84,37.9592,2202,6,0.4167
9730,5,false,25,-5.8333,0.377967,0.3600,17.52,34.8215,2205,6,0.3333
9740,5,false,25,-4.1667,0.377589,0.3600,17.54,34.9612,2208,6,0.0833
9750,5,false,25,-1.6667,0.377249,0.3600,17.50,34.9985,2212,6,0.2500
9760,5,false,25,-2.0833,0.376910,0.3700,17.40,36.0262,2215,6,0.2500
9770,5,false,25,1.6667,0.376458,0.3800,17.22,37.0743,2219,6,0.5000
9780,5,false,25,-3.7500,0.376082,0.3900,16.90,38.1865,2223,6,0.0000
9790,5,false,25,-5.4167,0.375706,0.4200,16.34,41.1955,2228,6,0.0417
9800,5,true,5,99.6000,0.375330,0.3800,17.16,37.0762,2230,6,1.0000
9810,5,true,9,100.8667,0.374955,0.3500,18.08,34.2103,2233,6,0.3333
9820,5,false,25,-0.4167,0.374580,0.3500,18.06,34.1540,2237,6,0.4167
9830,5,false,25,2.9167,0.374206,0.3300,18.50,32.1955,2238,6,0.7083
9840,5,false,25,-1.2500,0.373832,0.3300,18.46,32.1787,2241,6,0.3750
9850,5,false,25,-1.6667,0.373458,0.3000,19.10,29.0783,2242,6,0.2500
9860,5,true,1,100.0000,0.373122,0.3000,19.00,29.0258,2245,6,0.3333
9870,5,false,25,-1.6667,0.372712,0.3000,18.94,28.9735,2249,6,0.1667
9880,5,true,5,97.5167,0.372339,0.2900,19.20,27.9173,2252,6,0.3333
9890,5,false,25,-2.5000,0.372042,0.2700,19.54,25.9480,2255,6,0.2083
9900,5,false,25,-4.5833,0.371595,0.3000,18.98,29.0528,2260,6,0.0833
9910,5,true,7,103.1500,0.371224,0.3200,18.36,30.9835,2265,6,1.0000
9920,5,false,25,-3.3333,0.370853,0.3200,18.30,30.9645,2269,6,0.1250
9930,5,false,25,-1.6667,0.370482,0.3300,18.12,32.0168,2271,6,0.3333
9940,5,false,25,-3.7500,0.370223,0.3300,18.20,31.9088,2274,6,0.1250
9950,5,false,25,-0.8333,0.369742,0.3600,17.54,35.0528,2278,6,0.2917
9960,5,false,25,-1.2500,0.369409,0.3600,17.88,34.9647,2281,6,0.5417
9970,5,false,25,2.9167,0.369003,0.3700,17.68,36.0190,2286,6,0.6250
9980,5,false,25,-4.5833,0.368671,0.3400,18.34,32.8000,2286,6,0.2083
9990,5,false,25,-2.0833,0.368266,0.3500,18.26,33.7340,2290,6,0.2500
10000,5,true,5,100.4333,0.367898,0.3400,18.42,32.7253,2294,6,0.0000
10010,5,false,25,-0.8333,0.367567,0.3100,18.96,29.6642,2296,6,0.3333
10020,5,false,25,-6.6667,0.367163,0.2900,19.38,27.5493,2298,6,0.0000
10030,5,false,25,-2.5000,0.366796,0.2900,19.34,27.4617,2300,6,0.3750
10040,5,true,1,100.0000,0.366466,0.3300,18.58,31.7208,2307,6,0.3333
10050,5,false,25,-3.7500,0.366063,0.3300,18.64,31.6815,2311,6,0.2917
10060,5,false,25,-2.5000,0.365697,0.3400,18.14,32.7867,2315,6,0.2083
10070,5,true,3,102.7167,0.365331,0.3300,18.34,31.7573,2319,6,1.0000
10080,5,false,25,-2.5000,0.365003,0.3600,17.72,35.0265,2322,6,0.0833
10090,5,false,25,-5.8333,0.364601,0.3500,17.82,33.9655,2325,6,0.0417
10100,5,false,25,-3.3333,0.364310,0.3500,17.82,33.9780,2329,6,0.3750
10110,5,false,25,-1.6667,0.363873,0.3700,17.48,36.0307,2333,6,0.2083
10120,5,false,25,-1.6667,0.363509,0.3900,17.30,38.0840,2337,6,0.2917
10130,5,true,9,105.0333,0.363146,0.4100,16.92,40.2115,2341,6,0.3333
10140,5,false,25,-5.4167,0.362783,0.3700,17.62,36.0708,2344,6,0.0000
10150,5,false,25,1.6667,0.362420,0.3700,17.62,36.1542,2348,6,0.6250
10160,5,false,25,-2.5000,0.362058,0.3600,17.74,35.1328,2351,6,0.1667
10170,5,false,25,-3.3333,0.361696,0.3700,17.72,36.1650,2356,6,0.2917
10180,5,true,1,100.0000,0.361335,0.3800,17.50,37.2547,2360,6,0.3333
10190,5,false,25,-4.1667,0.360973,0.4200,16.78,41.4807,2367,7,0.2500
10200,5,true,7,101.9000,0.360613,0.4100,17.18,40.4772,2370,7,1.0000
10210,6,false,25,-1.6667,0.360252,0.4000,17.49,39.4493,2373,7,0.3333
10220,6,false,25,-4.1667,0.359928,0.3800,17.73,37.3192,2375,7,0.2500
10230,6,true,2,99.9000,0.359532,0.3700,17.90,36.2470,2378,7,0.0000
10240,6,false,25,-3.7500,0.359209,0.3600,18.28,35.2247,2380,7,0.2500
10250,6,false,25,-3.7500,0.358814,0.3600,18.28,35.1747,2384,7,0.0417
10260,6,false,25,-2.9167,0.358455,0.3600,18.37,35.2865,2387,7,0.0833
10270,6,true,2,101.5667,0.358097,0.3500,18.37,34.3188,2391,7,0.3333
10280,6,true,20,96.4333,0.357739,0.3700,18.21,36.4243,2397,7,0.3333
10290,6,false,25,-3.7500,0.357381,0.3300,18.88,32.3867,2400,7,0.0417
10300,6,false,25,-1.6667,0.357024,0.3200,18.86,31.3918,2402,7,0.1667
10310,6,false,25,-4.1667,0.356667,0.3300,18.59,32.3365,2406,7,0.1667
10320,6,false,25,2.5000,0.356311,0.3300,18.49,32.5132,2408,7,0.5833
10330,6,false,25,-0.8333,0.355990,0.3300,18.55,32.5155,2411,7,0.2917
10340,6,true,14,103.7000,0.355599,0.3400,18.26,33.4580,2414,7,1.0000
10350,6,false,25,-5.4167,0.355244,0.3300,18.53,32.4508,2417,7,0.0833
10360,6,true,8,102.2167,0.354924,0.3300,18.59,32.3740,2420,7,1.0000
10370,6,true,2,102.4000,0.354534,0.3200,18.86,31.1543,2423,7,1.0000
10380,6,false,25,-2.5000,0.354179,0.2900,19.29,27.9875,2426,7,0.1667
10390,6,false,25,-2.9167,0.353825,0.2900,19.35,27.9690,2429,7,0.2083
10400,6,false,25,-2.0833,0.353472,0.3100,19.03,30.0613,2433,7,0.2500
10410,6,false,25,-4.1667,0.353189,0.3000,19.18,29.0620,2436,7,0.0000
10420,6,true,6,102.4167,0.352801,0.3200,18.88,31.0357,2440,7,0.3333
10430,6,true,8,105.1333,0.352413,0.3000,19.28,29.0437,2441,7,0.3333
10440,6,false,25,-2.9167,0.352131,0.2900,19.47,27.9903,2443,7,0.2083
10450,6,false,25,-2.5000,0.351709,0.3200,18.82,31.0583,2449,7,0.2083
10460,6,false,25,-2.0833,0.351357,0.3000,19.12,29.0097,2450,7,0.1250
10470,6,false,25,-0.8333,0.351006,0.2800,19.58,27.0450,2451,7,0.3750
10480,6,false,25,-2.9167,0.350690,0.2600,20.00,24.8468,2452,7,0.1667
10490,6,false,25,-2.9167,0.350340,0.2700,19.73,25.7457,2456,7,0.0833
10500,6,true,6,104.5000,0.349954,0.2800,19.60,26.7430,2461,7,0.3333
10510,6,false,25,-4.5833,0.349605,0.2800,19.70,26.7705,2464,7,0.0833
10520,6,false,25,-2.9167,0.349255,0.2800,19.68,26.8642,2468,7,0.1250
10530,6,false,25,-3.3333,0.348906,0.3000,19.20,28.7725,2471,7,0.1250
10540,6,false,25,-2.9167,0.348592,0.3100,18.93,29.9047,2474,7,0.0417
10550,6,false,25,1.2500,0.348209,0.2900,19.25,27.7873,2478,7,0.3750
10560,6,false,25,-3.3333,0.347861,0.3100,18.83,29.6938,2481,7,0.1667
10570,6,false,25,-1.6667,0.347548,0.3200,18.60,30.6762,2483,7,0.2500
10580,6,false,25,-5.0000,0.347166,0.3400,18.16,32.8263,2486,7,0.0833
10590,6,true,2,102.4000,0.346819,0.3500,18.03,33.9820,2491,7,1.0000
10600,6,false,25,-1.6667,0.346472,0.3100,18.73,29.8205,2492,7,0.2083
10610,6,true,2,97.4000,0.346126,0.3200,18.38,30.7857,2496,7,0.0000
10620,6,false,25,1.2500,0.345780,0.3300,18.21,31.8037,2501,7,0.4583
10630,6,false,25,-8.3333,0.345434,0.3200,18.48,30.7507,2503,7,0.0833
10640,6,false,25,-2.5000,0.345089,0.3000,18.94,28.7152,2504,7,0.1667
10650,6,true,6,100.3333,0.344744,0.3200,18.56,30.8593,2510,7,0.3333
10660,6,false,25,-4.1667,0.344399,0.3100,18.83,29.9230,2512,7,0.2083
10670,6,true,4,105.5333,0.344055,0.3300,18.51,32.1695,2516,7,1.0000
10680,6,false,25,-3.7500,0.343711,0.3200,18.64,31.1430,2518,7,0.1667
10690,6,true,2,100.7333,0.343368,0.3000,18.96,28.9882,2521,7,0.3333
10700,6,false,25,-1.6667,0.343024,0.3500,17.95,34.1067,2527,7,0.2500
10710,6,false,25,-2.9167,0.342682,0.3400,18.30,33.1582,2530,7,0.2083
10720,6,false,25,-2.0833,0.342373,0.3100,18.85,30.1502,2532,7,0.1667
10730,6,false,25,-2.9167,0.341997,0.3200,18.64,31.2222,2535,7,0.1250
10740,6,false,25,-4.1667,0.341689,0.3300,18.43,32.0733,2537,7,0.1250
10750,6,false,25,-3.3333,0.341314,0.3000,19.12,28.9388,2540,7,0.2917
10760,6,false,25,-2.0833,0.340972,0.3100,18.95,30.0068,2543,7,0.0417
10770,6,false,25,-4.1667,0.340632,0.2900,19.27,27.8187,2545,7,0.0833
10780,6,true,8,100.1333,0.340291,0.3200,18.74,30.9247,2550,7,0.3333
10790,6,false,25,-0.8333,0.339951,0.2900,19.41,27.7797,2550,7,0.2917
10800,6,true,10,101.6000,0.339645,0.2500,20.35,23.7483,2552,7,1.0000
10810,6,true,4,101.3667,0.339272,0.2600,20.08,24.7555,2556,7,0.3333
10820,6,true,14,102.8667,0.338933,0.2700,19.93,25.5923,2559,7,1.0000
10830,6,false,25,0.8333,0.338662,0.2600,20.08,24.6180,2561,7,0.4167
10840,6,false,25,-6.6667,0.338255,0.2800,19.78,26.7625,2565,7,0.0833
10850,6,true,2,99.9000,0.337917,0.3000,19.34,28.7627,2570,7,0.0000
10860,6,false,25,-2.0833,0.337579,0.2900,19.49,27.6300,2572,7,0.1250
10870,6,false,25,-2.9167,0.337310,0.2800,19.68,26.4975,2573,7,0.0833
10880,6,false,25,0.4167,0.336939,0.2600,20.02,24.3698,2576,7,0.4167
10890,6,true,4,100.5333,0.336602,0.3000,19.30,28.6125,2580,7,0.3333
10900,6,false,25,-0.0000,0.336232,0.3300,18.57,31.7135,2585,7,0.5000
10910,6,false,25,-5.4167,0.335896,0.3400,18.20,32.7890,2590,7,0.0833
10920,6,false,25,-2.9167,0.335560,0.3500,17.97,33.9130,2594,7,0.3750
10930,6,false,25,-1.6667,0.335258,0.3700,17.51,35.8818,2598,7,0.1667
10940,6,true,2,102.4000,0.334923,0.3500,17.77,33.8955,2600,7,1.0000
10950,6,false,25,1.6667,0.334555,0.3200,18.50,30.8278,2602,7,0.6250
10960,6,true,4,98.0333,0.334220,0.3400,18.10,32.9573,2606,7,0.3333
10970,6,false,25,-1.2500,0.333886,0.3500,17.87,34.0522,2608,7,0.3333
10980,6,true,2,101.5667,0.333553,0.3600,17.84,35.2062,2612,7,0.3333
10990,6,true,4,100.5333,0.333219,0.3500,17.99,34.1027,2615,7,0.0000
11000,6,true,18,97.0500,0.332919,0.3300,18.61,31.9553,2618,7,0.3333
11010,6,false,25,-2.0833,0.332553,0.2800,19.74,26.7582,2618,7,0.3333
11020,6,false,25,-5.4167,0.332221,0.3100,19.19,29.7162,2625,7,0.0417
11030,6,false,25,-2.0833,0.331889,0.3000,19.42,28.8255,2628,7,0.2917
11040,6,false,25,-2.9167,0.331557,0.3000,19.50,28.8967,2630,7,0.3333
11050,6,false,25,-3.3333,0.331226,0.2800,19.76,26.8395,2630,7,0.0833
11060,6,false,25,-3.7500,0.330895,0.2500,20.33,23.7837,2631,7,0.0417
11070,6,false,25,-0.4167,0.330564,0.2300,20.77,21.8293,2631,7,0.3333
11080,6,false,25,-2.5000,0.330233,0.1900,21.45,17.7365,2631,7,0.3333
11090,6,false,25,-4.5833,0.329903,0.1800,21.74,16.6357,2633,7,0.2083
11100,6,true,2,98.2333,0.329574,0.1700,21.77,15.6067,2635,7,0.3333
11110,6,false,25,-4.5833,0.329244,0.1900,21.43,17.6718,2637,7,0.0417
11120,6,false,25,-2.9167,0.328915,0.1400,22.36,12.7322,2639,7,0.1250
11130,6,false,25,-0.8333,0.328586,0.1400,22.44,12.7700,2642,7,0.3750
11140,6,true,4,96.7833,0.328324,0.1800,21.56,16.8453,2648,7,0.0000
11150,6,false,25,-0.4167,0.327963,0.2100,20.91,19.9550,2651,7,0.2083
11160,6,false,25,-3.3333,0.327635,0.2200,20.70,20.9020,2653,7,0.0417
11170,6,false,25,-2.5000,0.327275,0.2500,20.13,23.9370,2656,7,0.2500
11180,6,false,25,-2.5000,0.326947,0.2800,19.50,26.9238,2659,7,0.0000
11190,6,true,18,95.8000,0.326621,0.2800,19.48,26.9425,2661,7,0.0000
11200,6,false,25,-0.0000,0.326294,0.2900,19.25,27.9498,2664,7,0.4167
11210,6,false,25,-1.6667,0.326001,0.3000,18.96,28.9798,2667,7,0.5000
11220,6,false,25,-0.8333,0.325675,0.3000,18.94,28.7902,2669,7,0.5000
11230,6,true,8,100.9667,0.325317,0.3300,18.35,31.7897,2675,7,1.0000
11240,6,true,6,105.3333,0.325024,0.3400,18.36,32.8522,2682,7,0.3333
11250,6,true,10,103.6833,0.324667,0.3400,18.42,32.8837,2685,7,0.3333
11260,6,true,4,102.2000,0.324375,0.3400,18.44,32.9400,2687,7,0.3333
11270,6,true,2,101.5667,0.324018,0.3600,17.98,35.0630,2692,7,0.3333
11280,6,false,25,-5.4167,0.323694,0.3500,18.15,34.0117,2694,7,0.1250
11290,6,false,25,-4.5833,0.323403,0.3500,18.03,33.9820,2696,7,0.1667
11300,6,false,25,-1.6667,0.323047,0.3400,18.34,32.9667,2698,7,0.2083
11310,6,false,25,-3.3333,0.322724,0.3500,18.11,33.9948,2702,7,0.1250
11320,6,false,25,-1.6667,0.322434,0.3500,18.17,34.1805,2704,7,0.1250
11330,6,false,25,-2.0833,0.322080,0.3300,18.53,32.0675,2708,7,0.1250
11340,6,false,25,-0.8333,0.321758,0.2700,19.65,25.8245,2709,7,0.2917
11350,6,false,25,-2.0833,0.321468,0.2400,20.24,22.7125,2709,7,0.2083
11360,6,false,25,-2.9167,0.321115,0.2400,20.22,22.7603,2711,7,0.1667
11370,6,false,25,-4.5833,0.320794,0.2200,20.70,20.5770,2714,7,0.1667
11380,6,true,2,102.4000,0.320505,0.2700,19.75,25.8895,2721,7,0.3333
11390,6,false,25,1.2500,0.320153,0.2700,19.79,26.0272,2723,7,0.5417
11400,6,true,2,101.5667,0.319833,0.2800,19.44,27.0673,2726,7,0.0000
11410,6,false,25,-3.7500,0.319513,0.2700,19.67,26.0142,2729,7,0.2500
11420,6,false,25,-3.3333,0.319258,0.2700,19.61,25.9452,2731,7,0.0833
11430,6,false,25,-1.2500,0.318875,0.2600,19.78,24.9980,2734,7,0.3333
11440,6,false,25,-0.4167,0.318652,0.2700,19.45,26.0570,2736,7,0.2500
11450,6,true,6,98.2500,0.318269,0.3000,18.92,29.1005,2739,7,0.3333
11460,6,true,2,97.4000,0.317919,0.3300,18.39,32.0565,2744,7,0.0000
11470,6,false,25,-2.5000,0.317602,0.3300,18.33,32.1125,2747,7,0.2083
11480,6,true,8,103.4667,0.317316,0.2800,19.36,26.8128,2749,7,0.3333
11490,6,true,12,103.4833,0.316967,0.2800,19.40,26.7297,2751,7,0.3333
11500,6,false,25,2.5000,0.316714,0.2700,19.57,25.8075,2753,7,0.5833
11510,6,true,4,102.2000,0.316334,0.2700,19.63,25.8682,2756,7,0.3333
11520,6,false,25,1.2500,0.316049,0.2800,19.50,26.8405,2759,7,0.5417
11530,6,false,25,-1.2500,0.315702,0.2700,19.73,25.7957,2761,7,0.3333
11540,6,false,25,-2.9167,0.315449,0.2600,20.00,24.7677,2762,7,0.1667
11550,6,false,25,-0.0000,0.315102,0.2800,19.54,26.9157,2767,7,0.5000
11560,6,false,25,-3.3333,0.314819,0.2400,20.34,22.9025,2768,7,0.2917
11570,6,true,8,103.8833,0.314473,0.2400,20.48,22.9052,2771,7,1.0000
11580,6,true,4,93.0333,0.314127,0.2700,19.87,25.9817,2776,7,0.3333
11590,6,false,25,-2.9167,0.313813,0.2800,19.52,26.9760,2779,7,0.1667
11600,6,true,4,99.7000,0.313499,0.2900,19.45,27.8632,2782,7,0.0000
11610,6,true,4,105.5333,0.313186,0.3000,19.18,28.9745,2786,7,1.0000
11620,6,true,4,100.5333,0.312873,0.3100,18.87,30.0357,2790,7,0.0000
11630,6,false,25,-2.9167,0.312560,0.3300,18.41,32.1337,2794,7,0.2083
11640,6,false,25,-1.6667,0.312279,0.3300,18.39,32.1898,2795,7,0.2083
11650,6,false,25,-2.5000,0.311936,0.2900,19.25,28.1248,2796,7,0.0833
11660,6,false,25,-1.6667,0.311686,0.3100,18.77,30.1373,2799,7,0.5000
11670,6,false,25,-3.3333,0.311312,0.3000,18.86,29.1065,2801,7,0.0833
11680,6,true,6,99.5000,0.311001,0.3000,18.90,29.0608,2806,7,0.0000
11690,6,false,25,-3.7500,0.310690,0.2800,19.48,27.0550,2807,7,0.1250
11700,6,false,25,-2.5000,0.310473,0.2600,19.82,24.9940,2808,7,0.2500
11710,6,true,4,103.8667,0.310101,0.2700,19.65,25.9912,2813,7,1.0000
11720,6,true,8,102.2167,0.309760,0.2600,19.92,24.9715,2816,7,0.3333
11730,6,true,6,104.5000,0.309481,0.2700,19.75,26.0603,2821,7,0.3333
11740,6,false,25,0.8333,0.309172,0.2800,19.52,27.0218,2823,7,0.5417
11750,6,false,25,-3.3333,0.308832,0.3300,18.47,32.1277,2829,7,0.3333
11760,6,true,4,99.7000,0.308523,0.3400,18.54,33.2008,2833,7,1.0000
11770,6,false,25,-1.2500,0.308215,0.3500,18.33,34.3228,2836,7,0.4167
11780,6,false,25,-0.8333,0.307907,0.3300,18.59,32.2948,2839,7,0.2500
11790,6,false,25,-2.0833,0.307599,0.3500,18.19,34.4910,2842,7,0.1250
11800,6,true,4,99.7000,0.307291,0.3700,17.75,36.5328,2845,7,0.3333
11810,6,false,25,-5.0000,0.306984,0.3400,18.42,33.3920,2847,7,0.0000
11820,6,false,25,-8.3333,0.306739,0.3400,18.40,33.4273,2850,7,0.3333
11830,6,true,2,102.4000,0.306371,0.3400,18.44,33.2275,2855,7,0.3333
11840,6,false,25,-4.5833,0.306095,0.3500,18.31,34.2707,2858,7,0.1667
11850,6,false,25,1.6667,0.305759,0.3100,19.07,30.0948,2860,7,0.5000
11860,6,true,8,97.6333,0.305453,0.3100,18.87,29.9273,2864,7,0.0000
11870,6,true,6,104.0833,0.305178,0.3200,18.76,30.9018,2868,7,0.3333
11880,6,false,25,-1.2500,0.304843,0.3300,18.57,32.0177,2872,7,0.2083
11890,6,true,2,101.5667,0.304538,0.3300,18.43,31.9483,2875,7,0.3333
11900,6,false,25,-1.6667,0.304234,0.3300,18.49,32.0632,2878,7,0.1667
11910,6,false,25,-2.9167,0.303929,0.3300,18.45,32.0255,2880,7,0.2500
11920,6,false,25,-6.6667,0.303656,0.3100,18.99,29.8445,2881,7,0.0000
11930,6,false,25,-2.0833,0.303322,0.2700,19.81,25.9085,2882,7,0.1667
11940,6,false,25,-1.2500,0.303049,0.2900,19.41,28.0297,2887,7,0.2083
11950,6,true,10,101.6000,0.302716,0.3100,19.07,30.1782,2891,7,0.3333
11960,6,true,2,102.4000,0.302414,0.2900,19.45,28.2632,2893,7,1.0000
11970,6,true,8,103.8833,0.302111,0.2900,19.35,28.3065,2897,7,1.0000
11980,6,false,25,2.0833,0.301809,0.3000,19.42,29.3880,2902,7,0.6250
11990,6,false,25,-4.5833,0.301538,0.3000,19.50,29.3217,2905,7,0.2083
12000,6,true,6,102.8333,0.301206,0.3200,19.12,31.4158,2910,7,1.0000
12010,6,false,25,-3.7500,0.300935,0.3300,19.07,32.4718,2913,7,0.2917
12020,6,false,25,-3.3333,0.300634,0.3400,18.74,33.6600,2915,7,0.0833
12030,6,true,4,99.7000,0.300334,0.3600,18.28,35.6872,2918,7,0.0000
12040,6,false,25,-1.2500,0.300034,0.3500,18.39,34.6252,2922,7,0.5000
12050,6,true,2,98.2333,0.299704,0.3500,18.25,34.4475,2926,7,0.0000
12060,6,false,25,-3.3333,0.299464,0.3700,17.87,36.5458,2930,7,0.2083
12070,6,true,6,103.2500,0.299105,0.3700,17.89,36.3897,2934,7,1.0000
12080,6,false,25,-5.4167,0.298836,0.3600,17.90,35.0918,2938,7,0.0417
12090,6,false,25,-2.0833,0.298507,0.3600,17.88,35.0188,2941,7,0.1667
12100,6,true,14,104.5333,0.298209,0.3500,18.09,33.9135,2945,7,0.3333
12110,6,false,25,-0.8333,0.297911,0.3300,18.29,31.7873,2946,7,0.2083
12120,6,true,2,102.4000,0.297613,0.3600,17.62,34.8073,2951,7,1.0000
12130,6,false,25,-2.5000,0.297316,0.3400,18.06,32.5447,2952,7,0.1250
12140,6,false,25,-3.7500,0.297048,0.3200,18.48,30.5465,2954,7,0.1250
12150,6,false,25,-1.6667,0.296751,0.3100,18.85,29.5418,2957,7,0.1250
12160,6,false,25,-1.6667,0.296425,0.2900,19.21,27.4247,2959,7,0.2500
12170,6,true,8,101.8000,0.296129,0.2700,19.59,25.6263,2961,7,0.3333
12180,6,false,25,-3.3333,0.295862,0.2600,19.76,24.7833,2964,7,0.0833
12190,6,true,2,102.4000,0.295537,0.2500,19.91,23.8757,2966,7,0.3333
12200,6,true,4,102.2000,0.295242,0.2600,19.62,24.9640,2971,7,1.0000
12210,6,false,25,-2.5000,0.295006,0.2900,19.07,28.1178,2975,7,0.1667
12220,6,false,25,-6.6667,0.294652,0.2600,19.70,24.9560,2977,7,0.2083
12230,6,false,25,-3.3333,0.294416,0.2700,19.49,26.0363,2979,7,0.0000
12240,6,false,25,0.4167,0.294092,0.3000,18.84,29.2377,2984,7,0.5833
12250,6,true,2,98.2333,0.293769,0.3100,18.61,30.3533,2988,7,0.3333
12260,6,false,25,-2.9167,0.293505,0.3400,17.96,33.5130,2993,7,0.2500
12270,6,false,25,-2.0833,0.293182,0.3500,17.81,34.4082,2996,7,0.1667
12280,6,false,25,-2.0833,0.292889,0.3400,18.10,33.4198,2998,7,0.2083
12290,6,false,25,-1.2500,0.292626,0.3600,17.68,35.5055,3002,7,0.2083
12300,6,false,25,-1.2500,0.292333,0.3300,18.31,32.3978,3004,7,0.2917
12310,6,false,25,-0.4167,0.292012,0.3500,17.87,34.6272,3010,7,0.4167
12320,6,false,25,-4.5833,0.291720,0.3600,17.62,35.7323,3013,7,0.0833
12330,6,false,25,1.6667,0.291428,0.3500,17.81,34.8957,3014,7,0.5833
12340,6,true,4,102.2000,0.291137,0.3500,17.83,34.7020,3019,7,0.3333
12350,6,false,25,-2.0833,0.290846,0.3300,18.19,32.5265,3021,7,0.0833
12360,6,false,25,-2.0833,0.290584,0.3100,18.79,30.4728,3024,7,0.1667
12370,6,true,2,102.4000,0.290294,0.3200,18.56,31.4843,3028,7,0.3333
12380,6,true,4,103.4500,0.289975,0.3300,18.37,32.5002,3031,7,1.0000
12390,6,false,25,-2.5000,0.289714,0.3400,18.10,33.4740,3036,7,0.0417
12400,6,false,25,2.5000,0.289395,0.3500,17.93,34.5420,3039,7,0.6250
12410,6,false,25,-1.2500,0.289135,0.3100,18.69,30.1537,3041,7,0.3333
12420,6,false,25,-1.6667,0.288817,0.3000,19.02,29.1572,3043,7,0.2500
12430,6,false,25,-3.3333,0.288528,0.3300,18.39,32.1065,3047,7,0.1250
12440,6,true,8,100.9667,0.288240,0.3100,18.83,29.9397,3050,7,0.0000
12450,6,true,14,103.7000,0.287981,0.3500,18.21,34.3932,3056,7,1.0000
12460,6,false,25,-2.0833,0.287664,0.3700,17.71,36.3952,3061,7,0.0833
12470,6,true,6,102.4167,0.287376,0.3500,18.11,34.3907,3063,7,1.0000
12480,6,true,4,102.2000,0.287089,0.3500,17.99,34.4985,3066,7,0.3333
12490,6,false,25,-3.7500,0.286802,0.3100,18.93,30.4213,3067,7,0.0833
12500,6,true,4,104.2833,0.286544,0.3100,19.01,30.3508,3070,7,0.3333
12510,6,false,25,-3.3333,0.286258,0.3300,18.61,32.5137,3074,7,0.1250
12520,6,false,25,-1.2500,0.285943,0.3300,18.53,32.5008,3076,7,0.1250
12530,6,true,6,104.0833,0.285686,0.3300,18.67,32.5077,3080,7,1.0000
12540,6,false,25,-0.4167,0.285372,0.3200,18.86,31.5710,3082,7,0.2083
12550,6,false,25,-2.5000,0.285115,0.3200,18.82,31.3542,3088,7,0.1667
12560,6,true,4,98.8667,0.284802,0.3200,18.74,31.2955,3093,7,0.0000
12570,6,false,25,-0.4167,0.284574,0.3200,18.72,31.3433,3095,7,0.3333
12580,6,true,4,104.2833,0.284232,0.3200,18.76,31.2227,3098,7,1.0000
12590,6,true,4,103.4500,0.283948,0.3200,18.74,31.2122,3099,7,0.3333
12600,6,true,2,99.9000,0.283665,0.3300,18.35,32.1897,3103,7,0.0000
12610,6,false,25,-0.8333,0.283381,0.3100,18.83,30.1397,3105,7,0.3750
12620,6,true,10,97.0167,0.283154,0.3400,18.38,33.2252,3110,7,0.0000
12630,6,true,2,101.5667,0.282815,0.3300,18.57,32.3010,3113,7,0.3333
12640,6,false,25,-0.4167,0.282532,0.3200,18.86,31.3918,3114,7,0.3750
12650,6,true,2,99.9000,0.282250,0.2800,19.48,27.3592,3116,7,0.3333
12660,6,true,6,102.4167,0.281968,0.2600,19.90,25.3818,3119,7,1.0000
12670,6,false,25,-1.6667,0.281714,0.2700,19.87,26.3692,3122,7,0.1667
12680,6,false,25,-4.5833,0.281404,0.2700,19.91,26.2902,3125,7,0.2083
12690,6,true,6,98.6667,0.281123,0.3000,19.34,29.5210,3129,7,0.3333
12700,6,true,6,104.5000,0.280842,0.3100,19.17,30.5223,3134,7,1.0000
12710,6,false,25,-1.6667,0.280561,0.3400,18.52,33.5987,3139,7,0.1667
12720,6,false,25,-2.0833,0.280281,0.3200,18.78,31.5207,3142,7,0.1667
12730,6,true,8,102.6333,0.280029,0.3300,18.53,32.5800,3146,7,1.0000
12740,6,true,2,99.9000,0.279749,0.3700,17.59,36.4947,3151,7,0.0000
12750,6,false,25,-3.7500,0.279441,0.3800,17.38,37.4375,3154,7,0.2917
12760,6,false,25,-1.2500,0.279218,0.3600,17.82,35.3582,3155,7,0.2917
12770,6,false,25,-2.9167,0.278883,0.3900,16.97,38.3628,3161,7,0.1667
12780,6,false,25,-3.3333,0.278604,0.3800,17.20,37.3513,3163,7,0.1667
12790,6,false,25,-1.2500,0.278353,0.3600,17.54,35.1403,3165,7,0.2500
12800,6,false,25,-0.0000,0.278047,0.3400,17.96,33.1922,3168,7,0.5833
